FusionName	JunctionReadCount	SpanningFragCount	SpliceType	LeftGene	LeftBreakpoint	RightGene	RightBreakpoint	JunctionReads	SpanningFrags	LargeAnchorSupport	FFPM	LeftBreakDinuc	LeftBreakEntropy	RightBreakDinuc	RightBreakEntropy	annots	dataset	Run	Phenotype	chromtype	leftgene_symbol	rightgene_symbol	left_gene	right_gene	fusion_type	known_fusion	source	known_fusion_disease
IQSEC1--GP1BA	5	5	ONLY_REF_SPLICE	IQSEC1^ENSG00000144711.16	chr3:13042287:-	GP1BA^ENSG00000185245.8	chr17:4932599:+	SRR934889.22819912,SRR934889.2192286,SRR934889.8372995,SRR934889.6220562,SRR934889.7389203	SRR934889.23874494,SRR934889.22374147,SRR934889.21320736,SRR934889.27612435,SRR934889.13899625	YES_LDAS	0.3612	GT	1.8892	AG	1.6895	[INTERCHROMOSOMAL[chr3--chr17]]	SRP027383	SRR934889	Tumor	interchrom	IQSEC1	GP1BA	ENSG00000144711	ENSG00000185245	protein_protein	GP1BA--IQSEC1|IQSEC1--GP1BA	Fusioncatcher|Zhao	NA|glioma
TSFM--R3HDM2	19	24	ONLY_REF_SPLICE	TSFM^ENSG00000123297.19	chr12:57783283:+	R3HDM2^ENSG00000179912.20	chr12:57310463:-	SRR934890.11853869,SRR934890.21597987,SRR934890.15603930,SRR934890.14473695,SRR934890.5776415,SRR934890.3690371,SRR934890.5457094,SRR934890.9148681,SRR934890.1775799,SRR934890.26478134,SRR934890.24855464,SRR934890.8685092,SRR934890.4998506,SRR934890.4820254,SRR934890.9235299,SRR934890.14233659,SRR934890.20101964,SRR934890.24635856,SRR934890.19490113	SRR934890.24521773,SRR934890.9378136,SRR934890.20019271,SRR934890.5262120,SRR934890.157708,SRR934890.16589699,SRR934890.25359321,SRR934890.95105,SRR934890.2853770,SRR934890.163624,SRR934890.13320764,SRR934890.11984631,SRR934890.25000698,SRR934890.1288539,SRR934890.8344714,SRR934890.15245541,SRR934890.15220451,SRR934890.15266714,SRR934890.5281404,SRR934890.3161279,SRR934890.9763910,SRR934890.15320481,SRR934890.4247368,SRR934890.2254445	YES_LDAS	1.6822	GT	1.8256	AG	1.9329	[INTRACHROMOSOMAL[chr12:0.35Mb]]	SRP027383	SRR934890	Tumor	intrachrom	TSFM	R3HDM2	ENSG00000123297	ENSG00000179912	protein_protein	R3HDM2--TSFM|R3HDM2--TSFM|R3HDM2--TSFM|TSFM--R3HDM2	Fusioncatcher|Babak|Gao_TCGA|Zhao	NA|GBM|GBM|glioma
PLAGL2--HCK	28	14	ONLY_REF_SPLICE	PLAGL2^ENSG00000126003.7	chr20:32201919:-	HCK^ENSG00000101336.14	chr20:32071662:+	SRR934893.13310040,SRR934893.2634295,SRR934893.5916502,SRR934893.1473488,SRR934893.14424747,SRR934893.13171023,SRR934893.6375326,SRR934893.15779508,SRR934893.56155,SRR934893.17659856,SRR934893.19408320,SRR934893.6696949,SRR934893.11383528,SRR934893.6007540,SRR934893.9733196,SRR934893.17976925,SRR934893.9158623,SRR934893.8474166,SRR934893.9519755,SRR934893.3647462,SRR934893.4951356,SRR934893.17674435,SRR934893.11816309,SRR934893.2285889,SRR934893.15419980,SRR934893.18409753,SRR934893.16111146,SRR934893.8292317	SRR934893.10181069,SRR934893.8121092,SRR934893.9334229,SRR934893.7815359,SRR934893.6732701,SRR934893.15662197,SRR934893.7575962,SRR934893.5453241,SRR934893.793603,SRR934893.11539565,SRR934893.3268679,SRR934893.2122426,SRR934893.15292609,SRR934893.1378354	YES_LDAS	2.1579	GT	1.8892	AG	1.7465	[INTRACHROMOSOMAL[chr20:0.09Mb],LOCAL_INVERSION:-:+:[90648]]	SRP027383	SRR934893	Tumor	intrachrom	PLAGL2	HCK	ENSG00000126003	ENSG00000101336	protein_protein	HCK--PLAGL2|PLAGL2--HCK	Fusioncatcher|Zhao	NA|glioma
PLAGL2--HCK	3	14	ONLY_REF_SPLICE	PLAGL2^ENSG00000126003.7	chr20:32201919:-	HCK^ENSG00000101336.14	chr20:32054216:+	SRR934893.5290834,SRR934893.12214087,SRR934893.12630680	SRR934893.3268679,SRR934893.2122426,SRR934893.15292609,SRR934893.793603,SRR934893.11539565,SRR934893.1378354,SRR934893.8121092,SRR934893.10181069,SRR934893.9334229,SRR934893.7815359,SRR934893.6732701,SRR934893.5453241,SRR934893.15662197,SRR934893.7575962	YES_LDAS	0.8734	GT	1.8892	AG	1.9086	[INTRACHROMOSOMAL[chr20:0.09Mb],LOCAL_INVERSION:-:+:[90648]]	SRP027383	SRR934893	Tumor	intrachrom	PLAGL2	HCK	ENSG00000126003	ENSG00000101336	protein_protein	HCK--PLAGL2|PLAGL2--HCK	Fusioncatcher|Zhao	NA|glioma
CREBBP--NLRC3	24	14	ONLY_REF_SPLICE	CREBBP^ENSG00000005339.14	chr16:3879832:-	NLRC3^ENSG00000167984.18	chr16:3561788:-	SRR934895.10540910,SRR934895.418935,SRR934895.28173154,SRR934895.6050783,SRR934895.17129668,SRR934895.12677657,SRR934895.27321021,SRR934895.7323206,SRR934895.2865900,SRR934895.19499102,SRR934895.19254427,SRR934895.22432587,SRR934895.17040600,SRR934895.5988054,SRR934895.15487256,SRR934895.11960449,SRR934895.26621054,SRR934895.29726732,SRR934895.10630478,SRR934895.10203885,SRR934895.286040,SRR934895.2939974,SRR934895.29204949,SRR934895.10537651	SRR934895.29544473,SRR934895.2454178,SRR934895.8921085,SRR934895.2571683,SRR934895.4811402,SRR934895.15206846,SRR934895.19565810,SRR934895.12211574,SRR934895.19584959,SRR934895.25573455,SRR934895.7123014,SRR934895.16844230,SRR934895.4110274,SRR934895.3921355	YES_LDAS	1.4101	GT	1.8062	AG	1.7819	[INTRACHROMOSOMAL[chr16:0.15Mb]]	SRP027383	SRR934895	Tumor	intrachrom	CREBBP	NLRC3	ENSG00000005339	ENSG00000167984	protein_protein	CREBBP--NLRC3|CREBBP--NLRC3	Gao_TCGA|Gao_TCGA	BLCA|LIHC
CREBBP--NLRC3	3	14	ONLY_REF_SPLICE	CREBBP^ENSG00000005339.14	chr16:3879832:-	NLRC3^ENSG00000167984.18	chr16:3557676:-	SRR934895.21988983,SRR934895.689007,SRR934895.5839479	SRR934895.8921085,SRR934895.2454178,SRR934895.29544473,SRR934895.19584959,SRR934895.19565810,SRR934895.25573455,SRR934895.12211574,SRR934895.15206846,SRR934895.4811402,SRR934895.2571683,SRR934895.7123014,SRR934895.3921355,SRR934895.4110274,SRR934895.16844230	YES_LDAS	0.6308	GT	1.8062	AG	1.9329	[INTRACHROMOSOMAL[chr16:0.15Mb]]	SRP027383	SRR934895	Tumor	intrachrom	CREBBP	NLRC3	ENSG00000005339	ENSG00000167984	protein_protein	CREBBP--NLRC3|CREBBP--NLRC3	Gao_TCGA|Gao_TCGA	BLCA|LIHC
ARMCX4--BTK	6	1	ONLY_REF_SPLICE	ARMCX4^ENSG00000196440.11	chrX:101419000:+	BTK^ENSG00000010671.15	chrX:101362689:-	SRR934897.13865589,SRR934897.6086439,SRR934897.17154013,SRR934897.17529710,SRR934897.20738916,SRR934897.19964921	SRR934897.5238911	YES_LDAS	0.3429	GT	1.9086	AG	1.8892	[TCGA_StarF2019,INTRACHROMOSOMAL[chrX:0.03Mb],LOCAL_INVERSION:+:-:[27491]]	SRP027383	SRR934897	Tumor	intrachrom	ARMCX4	BTK	ENSG00000196440	ENSG00000010671	protein_protein	ARMCX4--BTK	Gao_TCGA	LIHC
LMBR1L--GALNT9	21	8	ONLY_REF_SPLICE	LMBR1L^ENSG00000139636.15	chr12:49097566:-	GALNT9^ENSG00000182870.13	chr12:132257886:-	SRR934899.7953841,SRR934899.11893839,SRR934899.11238472,SRR934899.14468514,SRR934899.14551346,SRR934899.6069662,SRR934899.3522321,SRR934899.21137767,SRR934899.16030734,SRR934899.19736851,SRR934899.17299142,SRR934899.17594245,SRR934899.19581776,SRR934899.599122,SRR934899.15443401,SRR934899.2297161,SRR934899.1544448,SRR934899.10836461,SRR934899.16868412,SRR934899.1216785,SRR934899.18156713	SRR934899.3422511,SRR934899.14109900,SRR934899.16709404,SRR934899.4431621,SRR934899.15011373,SRR934899.14363087,SRR934899.20848141,SRR934899.5988270	YES_LDAS	1.4974	GT	1.8892	AG	1.6895	[INTRACHROMOSOMAL[chr12:83.09Mb]]	SRP027383	SRR934899	Tumor	intrachrom	LMBR1L	GALNT9	ENSG00000139636	ENSG00000182870	protein_protein	GALNT9--LMBR1L|LMBR1L--GALNT9	Fusioncatcher|Zhao	NA|glioma
ADNP2--ITGB3BP	9	7	ONLY_REF_SPLICE	ADNP2^ENSG00000101544.9	chr18:80109472:+	ITGB3BP^ENSG00000142856.16	chr1:63490218:-	SRR934899.2848776,SRR934899.3631454,SRR934899.3146198,SRR934899.19271782,SRR934899.8173084,SRR934899.8899090,SRR934899.16662062,SRR934899.4129705,SRR934899.13990627	SRR934899.2352850,SRR934899.16224802,SRR934899.4027687,SRR934899.11649647,SRR934899.6668398,SRR934899.6150439,SRR934899.20319326	YES_LDAS	0.8261	GT	1.7056	AG	1.7465	[INTERCHROMOSOMAL[chr18--chr1]]	SRP027383	SRR934899	Tumor	interchrom	ADNP2	ITGB3BP	ENSG00000101544	ENSG00000142856	protein_protein	ADNP2--ITGB3BP|ADNP2--ITGB3BP	Fusioncatcher|Zhao	NA|glioma
SBNO1--RILPL2	4	5	ONLY_REF_SPLICE	SBNO1^ENSG00000139697.14	chr12:123364701:-	RILPL2^ENSG00000150977.10	chr12:123423157:-	SRR934899.1296401,SRR934899.7736343,SRR934899.496050,SRR934899.7589891	SRR934899.17294502,SRR934899.12080354,SRR934899.9719013,SRR934899.18302784,SRR934899.16739404	YES_LDAS	0.4647	GT	1.7465	AG	1.8892	[TCGA_StarF2019,INTRACHROMOSOMAL[chr12:0.05Mb],LOCAL_REARRANGEMENT:-:[45836]]	SRP027383	SRR934899	Tumor	intrachrom	SBNO1	RILPL2	ENSG00000139697	ENSG00000150977	protein_protein	RILPL2--SBNO1|SBNO1--RILPL2	Gao_TCGA|Gao_TCGA	CHOL|LGG
ADNP2--ITGB3BP	1	7	ONLY_REF_SPLICE	ADNP2^ENSG00000101544.9	chr18:80109472:+	ITGB3BP^ENSG00000142856.16	chr1:63458373:-	SRR934899.14478900	SRR934899.6150439,SRR934899.20319326,SRR934899.4027687,SRR934899.11649647,SRR934899.6668398,SRR934899.16224802,SRR934899.2352850	YES_LDAS	0.413	GT	1.7056	AG	1.7819	[INTERCHROMOSOMAL[chr18--chr1]]	SRP027383	SRR934899	Tumor	interchrom	ADNP2	ITGB3BP	ENSG00000101544	ENSG00000142856	protein_protein	ADNP2--ITGB3BP|ADNP2--ITGB3BP	Fusioncatcher|Zhao	NA|glioma
SBNO1--RILPL2	1	5	ONLY_REF_SPLICE	SBNO1^ENSG00000139697.14	chr12:123364701:-	RILPL2^ENSG00000150977.10	chr12:123430659:-	SRR934899.1269589	SRR934899.9719013,SRR934899.17294502,SRR934899.12080354,SRR934899.18302784,SRR934899.16739404	YES_LDAS	0.3098	GT	1.7465	AG	1.9086	[TCGA_StarF2019,INTRACHROMOSOMAL[chr12:0.05Mb],LOCAL_REARRANGEMENT:-:[45836]]	SRP027383	SRR934899	Tumor	intrachrom	SBNO1	RILPL2	ENSG00000139697	ENSG00000150977	protein_protein	RILPL2--SBNO1|SBNO1--RILPL2	Gao_TCGA|Gao_TCGA	CHOL|LGG
PLPP1--PDE4D	3	0	ONLY_REF_SPLICE	PLPP1^ENSG00000067113.17	chr5:55534572:-	PDE4D^ENSG00000113448.19	chr5:58993465:-	SRR934899.13969011,SRR934899.14711797,SRR934899.4115689	.	YES_LDAS	0.1549	GT	1.5219	AG	1.7819	[INTRACHROMOSOMAL[chr5:3.43Mb]]	SRP027383	SRR934899	Tumor	intrachrom	PLPP1	PDE4D	ENSG00000067113	ENSG00000113448	protein_protein	PDE4D--PLPP1	Gao_TCGA	PRAD
CDK4--TSFM	55	35	ONLY_REF_SPLICE	CDK4^ENSG00000135446.17	chr12:57749454:-	TSFM^ENSG00000123297.19	chr12:57802555:+	SRR934900.6865243,SRR934900.8345702,SRR934900.3309466,SRR934900.9176124,SRR934900.9077266,SRR934900.18098865,SRR934900.16484292,SRR934900.9984170,SRR934900.3998149,SRR934900.1395606,SRR934900.17596020,SRR934900.12236633,SRR934900.4276981,SRR934900.10061350,SRR934900.5320402,SRR934900.1721377,SRR934900.7576260,SRR934900.8422618,SRR934900.3837894,SRR934900.7895482,SRR934900.13893074,SRR934900.10643689,SRR934900.8917680,SRR934900.648868,SRR934900.15627478,SRR934900.15098677,SRR934900.1637409,SRR934900.6590660,SRR934900.10996839,SRR934900.6826850,SRR934900.7306421,SRR934900.110082,SRR934900.11138153,SRR934900.4032976,SRR934900.1821208,SRR934900.18319178,SRR934900.4370248,SRR934900.11495826,SRR934900.16960672,SRR934900.16669122,SRR934900.865306,SRR934900.5395010,SRR934900.12390052,SRR934900.9962618,SRR934900.11264941,SRR934900.12748627,SRR934900.13168615,SRR934900.3944637,SRR934900.15398725,SRR934900.1650767,SRR934900.13645956,SRR934900.10660599,SRR934900.3027348,SRR934900.9999505,SRR934900.9011407	SRR934900.15474492,SRR934900.198625,SRR934900.1939466,SRR934900.1638142,SRR934900.12349270,SRR934900.13163422,SRR934900.3814544,SRR934900.6844477,SRR934900.15005017,SRR934900.16022168,SRR934900.6207033,SRR934900.8634341,SRR934900.16088837,SRR934900.15784692,SRR934900.14234395,SRR934900.17240684,SRR934900.10065429,SRR934900.6839582,SRR934900.17981962,SRR934900.4083360,SRR934900.6688348,SRR934900.8139943,SRR934900.7486049,SRR934900.11543641,SRR934900.5339813,SRR934900.9093344,SRR934900.10235437,SRR934900.15464642,SRR934900.3597654,SRR934900.10265014,SRR934900.13782004,SRR934900.4763158,SRR934900.89991,SRR934900.5330251,SRR934900.15406216	YES_LDAS	5.2372	GT	1.9329	AG	1.9086	[INTRACHROMOSOMAL[chr12:0.03Mb],LOCAL_INVERSION:-:+:[26748]]	SRP027383	SRR934900	Tumor	intrachrom	CDK4	TSFM	ENSG00000135446	ENSG00000123297	protein_protein	CDK4--TSFM|CDK4--TSFM	Fusioncatcher|Zhao	NA|glioma
CDK4--TSFM	31	35	ONLY_REF_SPLICE	CDK4^ENSG00000135446.17	chr12:57749182:-	TSFM^ENSG00000123297.19	chr12:57802555:+	SRR934900.12424831,SRR934900.1569070,SRR934900.14382008,SRR934900.8447168,SRR934900.17125767,SRR934900.6456121,SRR934900.12086186,SRR934900.12461938,SRR934900.6511075,SRR934900.16817252,SRR934900.7973470,SRR934900.11570016,SRR934900.10554192,SRR934900.4738825,SRR934900.13417968,SRR934900.2019464,SRR934900.14850141,SRR934900.2855876,SRR934900.17976172,SRR934900.34879,SRR934900.1890473,SRR934900.30430,SRR934900.2997773,SRR934900.7319807,SRR934900.11211202,SRR934900.14919391,SRR934900.9266084,SRR934900.10947617,SRR934900.8952042,SRR934900.13089940,SRR934900.10844104	SRR934900.15474492,SRR934900.198625,SRR934900.1638142,SRR934900.12349270,SRR934900.1939466,SRR934900.13163422,SRR934900.3814544,SRR934900.6844477,SRR934900.15005017,SRR934900.16022168,SRR934900.16088837,SRR934900.8634341,SRR934900.6207033,SRR934900.15784692,SRR934900.14234395,SRR934900.17240684,SRR934900.10065429,SRR934900.17981962,SRR934900.6839582,SRR934900.6688348,SRR934900.4083360,SRR934900.7486049,SRR934900.8139943,SRR934900.5339813,SRR934900.11543641,SRR934900.10235437,SRR934900.9093344,SRR934900.3597654,SRR934900.15464642,SRR934900.10265014,SRR934900.13782004,SRR934900.5330251,SRR934900.15406216,SRR934900.89991,SRR934900.4763158	YES_LDAS	3.8406	GT	1.9086	AG	1.9086	[INTRACHROMOSOMAL[chr12:0.03Mb],LOCAL_INVERSION:-:+:[26748]]	SRP027383	SRR934900	Tumor	intrachrom	CDK4	TSFM	ENSG00000135446	ENSG00000123297	protein_protein	CDK4--TSFM|CDK4--TSFM	Fusioncatcher|Zhao	NA|glioma
CDK4--TSFM	6	35	INCL_NON_REF_SPLICE	CDK4^ENSG00000135446.17	chr12:57748539:-	TSFM^ENSG00000123297.19	chr12:57796177:+	SRR934900.10166923,SRR934900.15022946,SRR934900.14745236,SRR934900.2341737,SRR934900.1162251,SRR934900.7864971	SRR934900.3814544,SRR934900.6844477,SRR934900.13163422,SRR934900.1638142,SRR934900.12349270,SRR934900.1939466,SRR934900.15474492,SRR934900.198625,SRR934900.17981962,SRR934900.6839582,SRR934900.15784692,SRR934900.14234395,SRR934900.10065429,SRR934900.17240684,SRR934900.8634341,SRR934900.16088837,SRR934900.6207033,SRR934900.15005017,SRR934900.16022168,SRR934900.10235437,SRR934900.9093344,SRR934900.5339813,SRR934900.11543641,SRR934900.7486049,SRR934900.8139943,SRR934900.6688348,SRR934900.4083360,SRR934900.15406216,SRR934900.5330251,SRR934900.4763158,SRR934900.89991,SRR934900.13782004,SRR934900.10265014,SRR934900.3597654,SRR934900.15464642	YES_LDAS	2.3858	GT	1.7465	AG	1.5329	[INTRACHROMOSOMAL[chr12:0.03Mb],LOCAL_INVERSION:-:+:[26748]]	SRP027383	SRR934900	Tumor	intrachrom	CDK4	TSFM	ENSG00000135446	ENSG00000123297	protein_protein	CDK4--TSFM|CDK4--TSFM	Fusioncatcher|Zhao	NA|glioma
CTDSP2--SLC6A15	9	3	ONLY_REF_SPLICE	CTDSP2^ENSG00000175215.11	chr12:57846372:-	SLC6A15^ENSG00000072041.17	chr12:84876607:-	SRR934900.12810752,SRR934900.646882,SRR934900.1208863,SRR934900.2814157,SRR934900.18068080,SRR934900.5890742,SRR934900.3161564,SRR934900.727493,SRR934900.17879772	SRR934900.11417147,SRR934900.14895759,SRR934900.16820761	YES_LDAS	0.6983	GT	1.9086	AG	1.5329	[INTRACHROMOSOMAL[chr12:27.01Mb]]	SRP027383	SRR934900	Tumor	intrachrom	CTDSP2	SLC6A15	ENSG00000175215	ENSG00000072041	protein_protein	CTDSP2--SLC6A15|CTDSP2--SLC6A15	Fusioncatcher|Zhao	NA|glioma
SFSWAP--TCP11L2	1	3	ONLY_REF_SPLICE	SFSWAP^ENSG00000061936.9	chr12:131766308:+	TCP11L2^ENSG00000166046.11	chr12:106304093:+	SRR934900.2635462	SRR934900.7130907,SRR934900.15650590,SRR934900.3710273	YES_LDAS	0.2328	GT	1.9329	AG	1.9656	[INTRACHROMOSOMAL[chr12:25.36Mb]]	SRP027383	SRR934900	Tumor	intrachrom	SFSWAP	TCP11L2	ENSG00000061936	ENSG00000166046	protein_protein	SFSWAP--TCP11L2|SFSWAP--TCP11L2	Fusioncatcher|Zhao	NA|glioma
MED13L--GRIP1	66	30	ONLY_REF_SPLICE	MED13L^ENSG00000123066.8	chr12:116237468:-	GRIP1^ENSG00000155974.12	chr12:66406428:-	SRR934902.10450752,SRR934902.14905904,SRR934902.11272271,SRR934902.8968932,SRR934902.9658079,SRR934902.73111,SRR934902.8901572,SRR934902.15319791,SRR934902.6469801,SRR934902.20389516,SRR934902.16781882,SRR934902.19006199,SRR934902.14315858,SRR934902.12341437,SRR934902.22880049,SRR934902.12730011,SRR934902.18708703,SRR934902.19842305,SRR934902.15591268,SRR934902.11764163,SRR934902.23272100,SRR934902.23150621,SRR934902.18324371,SRR934902.19664299,SRR934902.1899815,SRR934902.16165473,SRR934902.16948853,SRR934902.11290150,SRR934902.15579286,SRR934902.13369897,SRR934902.275381,SRR934902.12924063,SRR934902.15728386,SRR934902.17170626,SRR934902.23054322,SRR934902.2784014,SRR934902.4689541,SRR934902.1624226,SRR934902.23091724,SRR934902.926787,SRR934902.14769936,SRR934902.7481893,SRR934902.20147478,SRR934902.11751436,SRR934902.18805351,SRR934902.16514009,SRR934902.9567841,SRR934902.15562734,SRR934902.19545593,SRR934902.2392178,SRR934902.4177387,SRR934902.20675880,SRR934902.16920230,SRR934902.11221036,SRR934902.8026549,SRR934902.16439566,SRR934902.18926577,SRR934902.3408729,SRR934902.14637810,SRR934902.6714784,SRR934902.13102997,SRR934902.2382710,SRR934902.11646242,SRR934902.8128621,SRR934902.1671527,SRR934902.20521533	SRR934902.15913881,SRR934902.23647521,SRR934902.23203367,SRR934902.10361087,SRR934902.2254929,SRR934902.15602530,SRR934902.20572766,SRR934902.8404507,SRR934902.4131112,SRR934902.18682975,SRR934902.14479170,SRR934902.3744143,SRR934902.4913943,SRR934902.2194883,SRR934902.12466354,SRR934902.18840574,SRR934902.5877297,SRR934902.15897793,SRR934902.4538383,SRR934902.12801192,SRR934902.13061245,SRR934902.2210201,SRR934902.10803084,SRR934902.6605542,SRR934902.12996813,SRR934902.10899552,SRR934902.2476307,SRR934902.12196624,SRR934902.13930752,SRR934902.15201868	YES_LDAS	4.3891	GT	1.9656	AG	1.9329	[INTRACHROMOSOMAL[chr12:48.88Mb]]	SRP027383	SRR934902	Tumor	intrachrom	MED13L	GRIP1	ENSG00000123066	ENSG00000155974	protein_protein	GRIP1--MED13L|MED13L--GRIP1	Fusioncatcher|Zhao	NA|glioma
MED13L--GRIP1	10	30	ONLY_REF_SPLICE	MED13L^ENSG00000123066.8	chr12:116237468:-	GRIP1^ENSG00000155974.12	chr12:66394352:-	SRR934902.8195500,SRR934902.22213808,SRR934902.7980207,SRR934902.10723880,SRR934902.17313379,SRR934902.3445503,SRR934902.3676327,SRR934902.22693283,SRR934902.4008680,SRR934902.6979502	SRR934902.13930752,SRR934902.12196624,SRR934902.15201868,SRR934902.2476307,SRR934902.10899552,SRR934902.12996813,SRR934902.10803084,SRR934902.6605542,SRR934902.2210201,SRR934902.12801192,SRR934902.13061245,SRR934902.15897793,SRR934902.4538383,SRR934902.5877297,SRR934902.2194883,SRR934902.4913943,SRR934902.18840574,SRR934902.12466354,SRR934902.18682975,SRR934902.14479170,SRR934902.3744143,SRR934902.8404507,SRR934902.20572766,SRR934902.4131112,SRR934902.15602530,SRR934902.23203367,SRR934902.10361087,SRR934902.2254929,SRR934902.15913881,SRR934902.23647521	YES_LDAS	1.8288	GT	1.9656	AG	1.7465	[INTRACHROMOSOMAL[chr12:48.88Mb]]	SRP027383	SRR934902	Tumor	intrachrom	MED13L	GRIP1	ENSG00000123066	ENSG00000155974	protein_protein	GRIP1--MED13L|MED13L--GRIP1	Fusioncatcher|Zhao	NA|glioma
B4GALNT3--DENND5B	19	8	ONLY_REF_SPLICE	B4GALNT3^ENSG00000139044.11	chr12:460545:+	DENND5B^ENSG00000170456.16	chr12:31452476:-	SRR934902.6048219,SRR934902.4013666,SRR934902.12943362,SRR934902.23083758,SRR934902.6030021,SRR934902.10220540,SRR934902.11147746,SRR934902.20614732,SRR934902.17155258,SRR934902.9314047,SRR934902.9788632,SRR934902.1956987,SRR934902.20734730,SRR934902.6513930,SRR934902.13328760,SRR934902.20784087,SRR934902.4470420,SRR934902.19835397,SRR934902.4497708	SRR934902.21528082,SRR934902.9291676,SRR934902.23465103,SRR934902.22289131,SRR934902.8593737,SRR934902.2193166,SRR934902.6980172,SRR934902.23562858	YES_LDAS	1.2345	GT	1.7465	AG	1.5546	[INTRACHROMOSOMAL[chr12:30.82Mb]]	SRP027383	SRR934902	Tumor	intrachrom	B4GALNT3	DENND5B	ENSG00000139044	ENSG00000170456	protein_protein	B4GALNT3--DENND5B|B4GALNT3--DENND5B	Fusioncatcher|Zhao	NA|glioma
MARCH9--SLCO1B7	5	6	INCL_NON_REF_SPLICE	MARCH9^ENSG00000139266.6	chr12:57755266:+	SLCO1B7^ENSG00000205754.11	chr12:21067319:+	SRR934902.18415305,SRR934902.3899736,SRR934902.6891575,SRR934902.1577939,SRR934902.6785618	SRR934902.12518837,SRR934902.21709532,SRR934902.12279324,SRR934902.17041866,SRR934902.16978519,SRR934902.19343214	YES_LDAS	0.5029	GT	1.5058	AG	1.9656	[INTRACHROMOSOMAL[chr12:36.66Mb]]	SRP027383	SRR934902	Tumor	intrachrom	MARCH9	SLCO1B7	ENSG00000139266	ENSG00000205754	protein_protein	MARCH9--SLCO1B7	Fusioncatcher	NA
B4GALNT3--DENND5B	2	8	ONLY_REF_SPLICE	B4GALNT3^ENSG00000139044.11	chr12:460545:+	DENND5B^ENSG00000170456.16	chr12:31442925:-	SRR934902.18095712,SRR934902.5437947	SRR934902.2193166,SRR934902.6980172,SRR934902.23562858,SRR934902.21528082,SRR934902.9291676,SRR934902.23465103,SRR934902.22289131,SRR934902.8593737	YES_LDAS	0.4572	GT	1.7465	AG	1.9086	[INTRACHROMOSOMAL[chr12:30.82Mb]]	SRP027383	SRR934902	Tumor	intrachrom	B4GALNT3	DENND5B	ENSG00000139044	ENSG00000170456	protein_protein	B4GALNT3--DENND5B|B4GALNT3--DENND5B	Fusioncatcher|Zhao	NA|glioma
BCAT1--FIP1L1	4	2	ONLY_REF_SPLICE	BCAT1^ENSG00000060982.15	chr12:24948927:-	FIP1L1^ENSG00000145216.16	chr4:53379225:+	SRR934902.8063829,SRR934902.14986270,SRR934902.16634137,SRR934902.1529845	SRR934902.6785656,SRR934902.1621621	YES_LDAS	0.2743	GT	1.6895	AG	1.5301	[INTERCHROMOSOMAL[chr12--chr4]]	SRP027383	SRR934902	Tumor	interchrom	BCAT1	FIP1L1	ENSG00000060982	ENSG00000145216	protein_protein	BCAT1--FIP1L1|BCAT1--FIP1L1	Fusioncatcher|Zhao	NA|glioma
RAB3C--CNTN5	22	9	ONLY_REF_SPLICE	RAB3C^ENSG00000152932.8	chr5:58726120:+	CNTN5^ENSG00000149972.11	chr11:100356117:+	SRR934906.13837648,SRR934906.3203963,SRR934906.7633743,SRR934906.21030566,SRR934906.19047738,SRR934906.15910007,SRR934906.13595177,SRR934906.5196408,SRR934906.14154228,SRR934906.3238961,SRR934906.578110,SRR934906.21170804,SRR934906.8084934,SRR934906.12629462,SRR934906.2755217,SRR934906.24689876,SRR934906.6852458,SRR934906.14839045,SRR934906.4954359,SRR934906.26019143,SRR934906.20465736,SRR934906.21931119	SRR934906.18505287,SRR934906.19002660,SRR934906.24229316,SRR934906.21898671,SRR934906.7140766,SRR934906.24951214,SRR934906.14778031,SRR934906.24030693,SRR934906.23684054	YES_LDAS	1.3285	GT	1.9329	AG	1.7232	[INTERCHROMOSOMAL[chr5--chr11]]	SRP027383	SRR934906	Tumor	interchrom	RAB3C	CNTN5	ENSG00000152932	ENSG00000149972	protein_protein	CNTN5--RAB3C|RAB3C--CNTN5	Fusioncatcher|Zhao	NA|glioma
NFASC--PRELP	5	0	ONLY_REF_SPLICE	NFASC^ENSG00000163531.15	chr1:204970747:+	PRELP^ENSG00000188783.6	chr1:203483169:+	SRR934908.1.21372726,SRR934908.1.29959889,SRR934908.1.28412498,SRR934908.1.8349797,SRR934908.1.6676339	.	YES_LDAS	0.1636	GT	1.9899	AG	1.9899	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr1:1.34Mb]]	SRP027383	SRR934908	Tumor	intrachrom	NFASC	PRELP	ENSG00000163531	ENSG00000188783	protein_protein	NFASC--PRELP|NFASC--PRELP|NFASC--PRELP|NFASC--PRELP|NFASC--PRELP|NFASC--PRELP	ChimerDB3.0_ChimerSeq|Fusioncatcher|Mitelman|Babak|Gao_TCGA|Yoshihara	GBM|NA|Astrocytoma, grade III-IV|GBM|GBM|GBM
